ID_CORRIDA,ano_corrida,round,no_corrida,id_circuito,id_posicao
624,1972,5,"Belgian Grand Prix",50,14
625,1972,6,"French Grand Prix",51,15
626,1972,7,"British Grand Prix",38,16
627,1972,8,"German Grand Prix",20,17
628,1972,9,"Austrian Grand Prix",23,18
629,1972,10,"Italian Grand Prix",14,19
630,1972,11,"Canadian Grand Prix",48,20
631,1972,12,"United States Grand Prix",46,21
632,1971,1,"South African Grand Prix",30,0
633,1971,2,"Spanish Grand Prix",49,1
634,1971,3,"Monaco Grand Prix",6,2
635,1971,4,"Dutch Grand Prix",39,3
636,1971,5,"French Grand Prix",34,4
637,1971,6,"British Grand Prix",9,5
638,1971,7,"German Grand Prix",20,6
639,1971,8,"Austrian Grand Prix",23,7
640,1971,9,"Italian Grand Prix",14,8
641,1971,10,"Canadian Grand Prix",48,9
642,1971,11,"United States Grand Prix",46,10
643,1970,1,"South African Grand Prix",30,11
644,1970,2,"Spanish Grand Prix",45,12
645,1970,3,"Monaco Grand Prix",6,13
646,1970,4,"Belgian Grand Prix",13,14
647,1970,5,"Dutch Grand Prix",39,15
648,1970,6,"French Grand Prix",51,16
649,1970,7,"British Grand Prix",38,17
650,1970,8,"German Grand Prix",10,18
651,1970,9,"Austrian Grand Prix",23,19
652,1970,10,"Italian Grand Prix",14,20
653,1970,11,"Canadian Grand Prix",52,0
654,1970,12,"United States Grand Prix",46,0
655,1970,13,"Mexican Grand Prix",32,1
656,1969,1,"South African Grand Prix",30,2
657,1969,2,"Spanish Grand Prix",49,3
658,1969,3,"Monaco Grand Prix",6,4
659,1969,4,"Dutch Grand Prix",39,5
660,1969,5,"French Grand Prix",51,6
661,1969,6,"British Grand Prix",9,7
662,1969,7,"German Grand Prix",20,8
663,1969,8,"Italian Grand Prix",14,9
664,1969,9,"Canadian Grand Prix",48,10
665,1969,10,"United States Grand Prix",46,11
666,1969,11,"Mexican Grand Prix",32,12
667,1968,1,"South African Grand Prix",30,13
668,1968,2,"Spanish Grand Prix",45,14
669,1968,3,"Monaco Grand Prix",6,15
670,1968,4,"Belgian Grand Prix",13,16
671,1968,5,"Dutch Grand Prix",39,17
672,1968,6,"French Grand Prix",53,0
673,1968,7,"British Grand Prix",38,0
674,1968,8,"German Grand Prix",20,0
675,1968,9,"Italian Grand Prix",14,0
676,1968,10,"Canadian Grand Prix",52,0
677,1968,11,"United States Grand Prix",46,1
678,1968,12,"Mexican Grand Prix",32,2
679,1967,1,"South African Grand Prix",30,3
680,1967,2,"Monaco Grand Prix",6,4
681,1967,3,"Dutch Grand Prix",39,5
682,1967,4,"Belgian Grand Prix",13,6
683,1967,5,"French Grand Prix",54,7
684,1967,6,"British Grand Prix",9,8
685,1967,7,"German Grand Prix",20,9
686,1967,8,"Canadian Grand Prix",48,10
687,1967,9,"Italian Grand Prix",14,11
688,1967,10,"United States Grand Prix",46,12
689,1967,11,"Mexican Grand Prix",32,13
690,1966,1,"Monaco Grand Prix",6,14
691,1966,2,"Belgian Grand Prix",13,15
692,1966,3,"French Grand Prix",55,0
693,1966,4,"British Grand Prix",38,0
694,1966,5,"Dutch Grand Prix",39,0
695,1966,6,"German Grand Prix",20,0
696,1966,7,"Italian Grand Prix",14,0
697,1966,8,"United States Grand Prix",46,0
698,1966,9,"Mexican Grand Prix",32,0
699,1965,1,"South African Grand Prix",56,1
700,1965,2,"Monaco Grand Prix",6,2
701,1965,3,"Belgian Grand Prix",13,3
702,1965,4,"French Grand Prix",51,4
703,1965,5,"British Grand Prix",9,5
704,1965,6,"Dutch Grand Prix",39,6
705,1965,7,"German Grand Prix",20,7
706,1965,8,"Italian Grand Prix",14,8
707,1965,9,"United States Grand Prix",46,9
708,1965,10,"Mexican Grand Prix",32,10
709,1964,1,"Monaco Grand Prix",6,11
710,1964,2,"Dutch Grand Prix",39,12
711,1964,3,"Belgian Grand Prix",13,13
712,1964,4,"French Grand Prix",53,14
713,1964,5,"British Grand Prix",38,15
714,1964,6,"German Grand Prix",20,16
715,1964,7,"Austrian Grand Prix",57,17
716,1964,8,"Italian Grand Prix",14,0
717,1964,9,"United States Grand Prix",46,0
718,1964,10,"Mexican Grand Prix",32,0
719,1963,1,"Monaco Grand Prix",6,0
720,1963,2,"Belgian Grand Prix",13,0
721,1963,3,"Dutch Grand Prix",39,1
722,1963,4,"French Grand Prix",55,2
723,1963,5,"British Grand Prix",9,3
724,1963,6,"German Grand Prix",20,4
725,1963,7,"Italian Grand Prix",14,5
726,1963,8,"United States Grand Prix",46,6
727,1963,9,"Mexican Grand Prix",32,7
728,1963,10,"South African Grand Prix",56,8
729,1962,1,"Dutch Grand Prix",39,9
730,1962,2,"Monaco Grand Prix",6,10
731,1962,3,"Belgian Grand Prix",13,11
732,1962,4,"French Grand Prix",53,12
733,1962,5,"British Grand Prix",58,13
734,1962,6,"German Grand Prix",20,14
735,1962,7,"Italian Grand Prix",14,0
736,1962,8,"United States Grand Prix",46,0
737,1962,9,"South African Grand Prix",56,0
738,1961,1,"Monaco Grand Prix",6,0
739,1961,2,"Dutch Grand Prix",39,0
740,1961,3,"Belgian Grand Prix",13,0
741,1961,4,"French Grand Prix",55,0
742,1961,5,"British Grand Prix",58,0
743,1961,6,"German Grand Prix",20,1
744,1961,7,"Italian Grand Prix",14,2
745,1961,8,"United States Grand Prix",46,3
746,1960,1,"Argentine Grand Prix",25,4
747,1960,2,"Monaco Grand Prix",6,5
748,1960,3,"Indianapolis 500",19,6
749,1960,4,"Dutch Grand Prix",39,7
750,1960,5,"Belgian Grand Prix",13,8
751,1960,6,"French Grand Prix",55,9
752,1960,7,"British Grand Prix",9,10
753,1960,8,"Portuguese Grand Prix",59,11
754,1960,9,"Italian Grand Prix",14,12
755,1960,10,"United States Grand Prix",60,13
756,1959,1,"Monaco Grand Prix",6,14
757,1959,2,"Indianapolis 500",19,15
758,1959,3,"Dutch Grand Prix",39,16
759,1959,4,"French Grand Prix",55,17
760,1959,5,"British Grand Prix",58,18
761,1959,6,"German Grand Prix",61,0
762,1959,7,"Portuguese Grand Prix",62,0
763,1959,8,"Italian Grand Prix",14,0
764,1959,9,"United States Grand Prix",63,0
765,1958,1,"Argentine Grand Prix",25,1
766,1958,2,"Monaco Grand Prix",6,2
767,1958,3,"Dutch Grand Prix",39,3
768,1958,4,"Indianapolis 500",19,4
769,1958,5,"Belgian Grand Prix",13,5
770,1958,6,"French Grand Prix",55,6
771,1958,7,"British Grand Prix",9,7
772,1958,8,"German Grand Prix",20,8
773,1958,9,"Portuguese Grand Prix",59,9
774,1958,10,"Italian Grand Prix",14,10
775,1958,11,"Moroccan Grand Prix",64,11
776,1957,1,"Argentine Grand Prix",25,12
777,1957,2,"Monaco Grand Prix",6,13
778,1957,3,"Indianapolis 500",19,14
779,1957,4,"French Grand Prix",53,0
780,1957,5,"British Grand Prix",58,0
781,1957,6,"German Grand Prix",20,0
782,1957,7,"Pescara Grand Prix",65,0
783,1957,8,"Italian Grand Prix",14,0
784,1956,1,"Argentine Grand Prix",25,0
785,1956,2,"Monaco Grand Prix",6,0
786,1956,3,"Indianapolis 500",19,0
787,1956,4,"Belgian Grand Prix",13,1
788,1956,5,"French Grand Prix",55,2
789,1956,6,"British Grand Prix",9,3
790,1956,7,"German Grand Prix",20,4
791,1956,8,"Italian Grand Prix",14,5
792,1955,1,"Argentine Grand Prix",25,6
793,1955,2,"Monaco Grand Prix",6,7
794,1955,3,"Indianapolis 500",19,8
795,1955,4,"Belgian Grand Prix",13,9
796,1955,5,"Dutch Grand Prix",39,10
797,1955,6,"British Grand Prix",58,11
798,1955,7,"Italian Grand Prix",14,12
799,1954,1,"Argentine Grand Prix",25,13
800,1954,2,"Indianapolis 500",19,0
801,1954,3,"Belgian Grand Prix",13,0
802,1954,4,"French Grand Prix",55,0
803,1954,5,"British Grand Prix",9,0
804,1954,6,"German Grand Prix",20,0
805,1954,7,"Swiss Grand Prix",66,0
806,1954,8,"Italian Grand Prix",14,0
807,1954,9,"Spanish Grand Prix",67,0
808,1953,1,"Argentine Grand Prix",25,0
809,1953,2,"Indianapolis 500",19,1
810,1953,3,"Dutch Grand Prix",39,2
811,1953,4,"Belgian Grand Prix",13,3
812,1953,5,"French Grand Prix",55,4
813,1953,6,"British Grand Prix",9,5
814,1953,7,"German Grand Prix",20,6
815,1953,8,"Swiss Grand Prix",66,7
816,1953,9,"Italian Grand Prix",14,8
817,1952,1,"Swiss Grand Prix",66,9
818,1952,2,"Indianapolis 500",19,10
819,1952,3,"Belgian Grand Prix",13,11
820,1952,4,"French Grand Prix",53,12
821,1952,5,"British Grand Prix",9,13
822,1952,6,"German Grand Prix",20,14
823,1952,7,"Dutch Grand Prix",39,15
824,1952,8,"Italian Grand Prix",14,16
825,1951,1,"Swiss Grand Prix",66,0
826,1951,2,"Indianapolis 500",19,0
827,1951,3,"Belgian Grand Prix",13,0
828,1951,4,"French Grand Prix",55,0
829,1951,5,"British Grand Prix",9,0
830,1951,6,"German Grand Prix",20,0
831,1951,7,"Italian Grand Prix",14,1
832,1951,8,"Spanish Grand Prix",67,2
833,1950,1,"British Grand Prix",9,3
834,1950,2,"Monaco Grand Prix",6,4
835,1950,3,"Indianapolis 500",19,5
836,1950,4,"Swiss Grand Prix",66,6
837,1950,5,"Belgian Grand Prix",13,7
838,1950,6,"French Grand Prix",55,8
839,1950,7,"Italian Grand Prix",14,9
841,2011,1,"Australian Grand Prix",1,10
842,2011,2,"Malaysian Grand Prix",2,11
843,2011,3,"Chinese Grand Prix",17,12
844,2011,4,"Turkish Grand Prix",5,13
845,2011,5,"Spanish Grand Prix",4,0
846,2011,6,"Monaco Grand Prix",6,0
847,2011,7,"Canadian Grand Prix",7,0
848,2011,8,"European Grand Prix",12,0
849,2011,9,"British Grand Prix",9,0
850,2011,10,"German Grand Prix",20,0
851,2011,11,"Hungarian Grand Prix",11,0
852,2011,12,"Belgian Grand Prix",13,0
853,2011,13,"Italian Grand Prix",14,0
854,2011,14,"Singapore Grand Prix",15,1
855,2011,15,"Japanese Grand Prix",22,2
856,2011,16,"Korean Grand Prix",35,3
857,2011,17,"Indian Grand Prix",68,4
858,2011,18,"Abu Dhabi Grand Prix",24,5
859,2011,19,"Brazilian Grand Prix",18,6
860,2012,1,"Australian Grand Prix",1,7
861,2012,2,"Malaysian Grand Prix",2,8
862,2012,3,"Chinese Grand Prix",17,9
863,2012,4,"Bahrain Grand Prix",3,10
864,2012,5,"Spanish Grand Prix",4,11
865,2012,6,"Monaco Grand Prix",6,12
866,2012,7,"Canadian Grand Prix",7,13
867,2012,8,"European Grand Prix",12,14
868,2012,9,"British Grand Prix",9,15
869,2012,10,"German Grand Prix",10,16
870,2012,11,"Hungarian Grand Prix",11,17
871,2012,12,"Belgian Grand Prix",13,0
872,2012,13,"Italian Grand Prix",14,0
873,2012,14,"Singapore Grand Prix",15,0
874,2012,15,"Japanese Grand Prix",22,0
875,2012,16,"Korean Grand Prix",35,0
876,2012,17,"Indian Grand Prix",68,1
877,2012,18,"Abu Dhabi Grand Prix",24,2
878,2012,19,"United States Grand Prix",69,3
879,2012,20,"Brazilian Grand Prix",18,4
880,2013,1,"Australian Grand Prix",1,5
881,2013,2,"Malaysian Grand Prix",2,6
882,2013,3,"Chinese Grand Prix",17,7
883,2013,4,"Bahrain Grand Prix",3,8
884,2013,5,"Spanish Grand Prix",4,9
885,2013,6,"Monaco Grand Prix",6,10
886,2013,7,"Canadian Grand Prix",7,11
887,2013,8,"British Grand Prix",9,12
888,2013,9,"German Grand Prix",20,13
890,2013,10,"Hungarian Grand Prix",11,14
891,2013,11,"Belgian Grand Prix",13,15
892,2013,12,"Italian Grand Prix",14,16
893,2013,13,"Singapore Grand Prix",15,17
894,2013,14,"Korean Grand Prix",35,0
895,2013,15,"Japanese Grand Prix",22,0
896,2013,16,"Indian Grand Prix",68,0
897,2013,17,"Abu Dhabi Grand Prix",24,0
898,2013,18,"United States Grand Prix",69,0
899,2013,19,"Brazilian Grand Prix",18,1
900,2014,1,"Australian Grand Prix",1,2
901,2014,2,"Malaysian Grand Prix",2,3
902,2014,3,"Bahrain Grand Prix",3,4
903,2014,4,"Chinese Grand Prix",17,5
904,2014,5,"Spanish Grand Prix",4,6
905,2014,6,"Monaco Grand Prix",6,7
906,2014,7,"Canadian Grand Prix",7,8
907,2014,8,"Austrian Grand Prix",70,9
908,2014,9,"British Grand Prix",9,10
909,2014,10,"German Grand Prix",10,11
910,2014,11,"Hungarian Grand Prix",11,12
911,2014,12,"Belgian Grand Prix",13,13
912,2014,13,"Italian Grand Prix",14,14
913,2014,14,"Singapore Grand Prix",15,15
914,2014,15,"Japanese Grand Prix",22,16
915,2014,16,"Russian Grand Prix",71,17
916,2014,17,"United States Grand Prix",69,18
917,2014,18,"Brazilian Grand Prix",18,0
918,2014,19,"Abu Dhabi Grand Prix",24,0
931,2015,6,"Monaco Grand Prix",6,0
932,2015,7,"Canadian Grand Prix",7,0
929,2015,4,"Bahrain Grand Prix",3,1
930,2015,5,"Spanish Grand Prix",4,2
928,2015,3,"Chinese Grand Prix",17,3
926,2015,1,"Australian Grand Prix",1,4
927,2015,2,"Malaysian Grand Prix",2,5
933,2015,8,"Austrian Grand Prix",70,6
934,2015,9,"British Grand Prix",9,7
936,2015,10,"Hungarian Grand Prix",11,8
937,2015,11,"Belgian Grand Prix",13,9
938,2015,12,"Italian Grand Prix",14,10
939,2015,13,"Singapore Grand Prix",15,11
940,2015,14,"Japanese Grand Prix",22,12
941,2015,15,"Russian Grand Prix",71,13
942,2015,16,"United States Grand Prix",69,14
943,2015,17,"Mexican Grand Prix",32,15
944,2015,18,"Brazilian Grand Prix",18,0
945,2015,19,"Abu Dhabi Grand Prix",24,0
948,2016,1,"Australian Grand Prix",1,0
949,2016,2,"Bahrain Grand Prix",3,0
950,2016,3,"Chinese Grand Prix",17,0
951,2016,4,"Russian Grand Prix",71,0
952,2016,5,"Spanish Grand Prix",4,0
953,2016,6,"Monaco Grand Prix",6,1
954,2016,7,"Canadian Grand Prix",7,2
955,2016,8,"European Grand Prix",73,3
956,2016,9,"Austrian Grand Prix",70,4
957,2016,10,"British Grand Prix",9,5
958,2016,11,"Hungarian Grand Prix",11,6
959,2016,12,"German Grand Prix",10,7
960,2016,13,"Belgian Grand Prix",13,8
961,2016,14,"Italian Grand Prix",14,9
962,2016,15,"Singapore Grand Prix",15,0
963,2016,16,"Malaysian Grand Prix",2,0
964,2016,17,"Japanese Grand Prix",22,0
965,2016,18,"United States Grand Prix",69,0
966,2016,19,"Mexican Grand Prix",32,0
967,2016,20,"Brazilian Grand Prix",18,0
968,2016,21,"Abu Dhabi Grand Prix",24,0
969,2017,1,"Australian Grand Prix",1,0
970,2017,2,"Chinese Grand Prix",17,0
971,2017,3,"Bahrain Grand Prix",3,0
972,2017,4,"Russian Grand Prix",71,0
973,2017,5,"Spanish Grand Prix",4,0
974,2017,6,"Monaco Grand Prix",6,0
975,2017,7,"Canadian Grand Prix",7,1
976,2017,8,"Azerbaijan Grand Prix",73,2
977,2017,9,"Austrian Grand Prix",70,3
978,2017,10,"British Grand Prix",9,4
979,2017,11,"Hungarian Grand Prix",11,5
980,2017,12,"Belgian Grand Prix",13,6
981,2017,13,"Italian Grand Prix",14,7
982,2017,14,"Singapore Grand Prix",15,8
983,2017,15,"Malaysian Grand Prix",2,9
984,2017,16,"Japanese Grand Prix",22,10
985,2017,17,"United States Grand Prix",69,11
986,2017,18,"Mexican Grand Prix",32,12
987,2017,19,"Brazilian Grand Prix",18,13
988,2017,20,"Abu Dhabi Grand Prix",24,14
989,2018,1,"Australian Grand Prix",1,15
990,2018,2,"Bahrain Grand Prix",3,16
991,2018,3,"Chinese Grand Prix",17,0
992,2018,4,"Azerbaijan Grand Prix",73,0
993,2018,5,"Spanish Grand Prix",4,0
994,2018,6,"Monaco Grand Prix",6,0
995,2018,7,"Canadian Grand Prix",7,0
996,2018,8,"French Grand Prix",34,0
997,2018,9,"Austrian Grand Prix",70,1
998,2018,10,"British Grand Prix",9,2
999,2018,11,"German Grand Prix",10,3
1000,2018,12,"Hungarian Grand Prix",11,4
1001,2018,13,"Belgian Grand Prix",13,5
1002,2018,14,"Italian Grand Prix",14,6
1003,2018,15,"Singapore Grand Prix",15,7
1004,2018,16,"Russian Grand Prix",71,8
1005,2018,17,"Japanese Grand Prix",22,9
1006,2018,18,"United States Grand Prix",69,10
1007,2018,19,"Mexican Grand Prix",32,11
1008,2018,20,"Brazilian Grand Prix",18,12
1009,2018,21,"Abu Dhabi Grand Prix",24,0
1010,2019,1,"Australian Grand Prix",1,0
1011,2019,2,"Bahrain Grand Prix",3,0
1012,2019,3,"Chinese Grand Prix",17,0
1013,2019,4,"Azerbaijan Grand Prix",73,0
1014,2019,5,"Spanish Grand Prix",4,0
1015,2019,6,"Monaco Grand Prix",6,0
1016,2019,7,"Canadian Grand Prix",7,0
1017,2019,8,"French Grand Prix",34,0
1018,2019,9,"Austrian Grand Prix",70,0
1019,2019,10,"British Grand Prix",9,1
1020,2019,11,"German Grand Prix",10,2
1021,2019,12,"Hungarian Grand Prix",11,3
1022,2019,13,"Belgian Grand Prix",13,4
1023,2019,14,"Italian Grand Prix",14,5
1024,2019,15,"Singapore Grand Prix",15,6
1025,2019,16,"Russian Grand Prix",71,7
1026,2019,17,"Japanese Grand Prix",22,8
1027,2019,18,"Mexican Grand Prix",32,9
1028,2019,19,"United States Grand Prix",69,10
1029,2019,20,"Brazilian Grand Prix",18,11
1030,2019,21,"Abu Dhabi Grand Prix",24,12
1031,2020,1,"Austrian Grand Prix",70,13
1032,2020,2,"Styrian Grand Prix",70,0
1033,2020,3,"Hungarian Grand Prix",11,0
1034,2020,4,"British Grand Prix",9,0
1035,2020,5,"70th Anniversary Grand Prix",9,0
1036,2020,6,"Spanish Grand Prix",4,0
1037,2020,7,"Belgian Grand Prix",13,0
1038,2020,8,"Italian Grand Prix",14,0
1039,2020,9,"Tuscan Grand Prix",76,0
1040,2020,10,"Russian Grand Prix",71,0
1041,2020,11,"Eifel Grand Prix",20,1
1042,2020,12,"Portuguese Grand Prix",75,2
1043,2020,13,"Emilia Romagna Grand Prix",21,3
1044,2020,14,"Turkish Grand Prix",5,4
1045,2020,15,"Bahrain Grand Prix",3,5
1046,2020,16,"Sakhir Grand Prix",3,6
1047,2020,17,"Abu Dhabi Grand Prix",24,7
1053,2021,2,"Emilia Romagna Grand Prix",21,8
1052,2021,1,"Bahrain Grand Prix",3,9
1051,2021,21,"Australian Grand Prix",1,10
1054,2021,3,"Portuguese Grand Prix",75,11
1055,2021,4,"Spanish Grand Prix",4,12
1056,2021,5,"Monaco Grand Prix",6,13
1057,2021,6,"Azerbaijan Grand Prix",73,14
1058,2021,8,"Styrian Grand Prix",70,15
1059,2021,7,"French Grand Prix",34,0
1060,2021,9,"Austrian Grand Prix",70,0
1061,2021,10,"British Grand Prix",9,0
1062,2021,11,"Hungarian Grand Prix",11,0
1063,2021,12,"Belgian Grand Prix",13,0
1064,2021,13,"Dutch Grand Prix",39,0
1065,2021,14,"Italian Grand Prix",14,0
1066,2021,15,"Russian Grand Prix",71,1
1067,2021,16,"Singapore Grand Prix",15,2
1068,2021,17,"Japanese Grand Prix",22,3
1069,2021,18,"United States Grand Prix",69,4
1070,2021,19,"Mexico City Grand Prix",32,5
1071,2021,20,"Brazilian Grand Prix",18,6
1072,2021,22,"Saudi Arabian Grand Prix",77,7
1073,2021,23,"Abu Dhabi Grand Prix",24,8
